House_ID,Neighborhood,Monthly_Rent_EGP,Bedrooms,Has_Workspace,Allows_Pets,Quietness_Score,Natural_Light_Index,Soundproofing_Score,Greenery_Proximity,Air_Quality_Index,Walkability_Score,Wheelchair_Accessible,Elevator_Access,Smart_Home_Ready,Medical_Proximity_Score
2710,Heliopolis,20352,1,0,0,7,4,7,8,9,2,1,1,0,9
2711,Shoubra,49650,3,1,0,10,8,2,9,10,6,0,1,1,7
2712,Faisal,14346,2,1,0,6,10,2,2,10,9,0,1,1,9
2713,Mokattam,29156,4,0,0,4,10,2,1,8,5,0,0,1,5
2714,Faisal,18035,2,1,0,2,3,2,1,5,2,0,1,0,8
2715,New Cairo,20108,2,0,0,2,8,2,10,4,8,1,1,1,7
2716,Madinaty,6853,1,1,0,3,6,3,9,10,2,0,1,1,8
2717,Faisal,22620,5,1,0,4,8,3,2,10,8,0,0,0,4
2718,6th of October,8176,5,0,0,6,10,5,4,3,8,0,0,0,5
2719,New Capital,38923,2,0,0,8,3,4,8,3,8,1,1,0,4
2720,El Obour,29920,4,1,0,5,10,5,2,3,6,0,0,0,10
2721,Dokki,10829,4,1,0,7,3,6,7,10,5,0,1,0,4
2722,Mokattam,38654,1,0,0,7,7,5,9,9,5,1,0,1,10
2723,6th of October,43239,2,1,0,3,5,4,6,10,2,0,1,1,4
2724,Faisal,29130,2,0,0,7,3,4,10,10,3,1,1,0,6
2725,Downtown Cairo,49357,5,0,0,6,5,5,10,7,8,0,1,0,4
2726,New Capital,12391,1,1,1,7,4,7,8,5,9,0,1,0,9
2727,Mokattam,23324,3,0,1,5,3,8,10,4,9,0,1,0,8
2728,Heliopolis,44667,4,1,1,2,7,5,7,7,10,0,1,0,9
2729,Sheikh Zayed,4306,4,1,1,10,7,9,9,6,8,1,1,1,4
2730,Mohandeseen,39843,2,0,0,4,6,7,2,6,2,0,1,0,9
2731,Helwan,34543,1,1,1,2,3,6,6,9,9,0,1,1,6
2732,6th of October,11244,3,0,0,5,4,9,3,4,8,1,1,0,5
2733,Zamalek,10611,4,1,0,8,5,7,10,9,3,0,0,0,9
2734,New Capital,26706,1,1,0,5,8,2,8,9,7,1,1,1,7
2735,Mokattam,23076,3,1,0,5,9,2,4,8,4,1,1,0,5
2736,Al Rehab,37043,2,0,1,10,8,7,8,4,6,1,1,1,10
2737,New Cairo,9271,5,0,0,7,10,9,7,3,7,1,1,0,9
2738,6th of October,11331,4,1,0,10,8,10,10,5,7,0,1,0,5
2739,Mokattam,15553,4,0,1,3,8,5,8,3,9,0,1,0,5
2740,6th of October,35340,3,1,0,8,3,8,5,9,9,0,0,0,4
2741,Sheikh Zayed,15573,5,0,1,8,6,10,8,5,10,1,1,0,7
2742,Sheikh Zayed,25409,1,1,1,9,10,9,10,7,2,1,1,1,8
2743,Mohandeseen,24434,2,0,0,10,7,9,1,7,5,0,0,0,10
2744,Maadi,28464,1,1,0,9,9,2,2,9,2,0,1,0,5
2745,6th of October,46840,3,1,0,3,8,7,1,10,7,1,0,0,9
2746,Mokattam,24662,4,0,1,4,3,10,3,8,4,0,1,0,4
2747,6th of October,22228,4,1,0,3,6,9,5,5,6,0,1,0,9
2748,Shoubra,11386,1,0,0,2,4,3,3,7,10,0,0,0,6
2749,Helwan,10862,2,0,0,8,8,6,7,10,4,0,1,1,10
2750,Shoubra,44108,3,0,0,9,9,5,10,5,3,0,1,1,5
2751,El Shorouk,30252,2,1,0,6,5,9,2,9,9,0,1,0,9
2752,New Cairo,13487,3,1,1,10,4,10,9,10,8,0,1,0,6
2753,Al Rehab,44403,2,0,0,5,4,4,10,8,2,1,1,1,4
2754,Mokattam,18604,1,1,1,2,8,10,2,8,10,0,1,0,6
2755,Haram,21427,5,0,0,5,5,2,4,8,5,0,0,0,5
2756,Nasr City,31201,3,1,0,6,9,8,9,7,7,0,1,1,5
2757,Shoubra,7042,1,0,0,9,3,9,9,8,8,0,1,0,6
2758,New Capital,14386,4,1,0,6,5,7,7,6,9,1,1,1,7
2759,Nasr City,15692,4,1,0,10,6,5,7,10,5,1,1,0,5
2760,New Cairo,19225,2,1,1,7,10,5,9,9,10,1,1,0,9
2761,El Shorouk,20693,4,1,0,9,4,8,3,4,2,0,1,0,7
2762,Zamalek,10661,5,1,0,4,8,7,2,7,9,1,1,0,7
2763,6th of October,47021,3,1,0,4,5,5,9,10,10,0,1,0,5
2764,6th of October,22261,2,1,0,10,10,6,10,7,5,0,1,0,7
2765,Sheikh Zayed,31378,3,1,0,7,7,5,8,10,6,1,1,1,10
2766,New Cairo,25219,3,0,0,5,5,2,7,6,3,1,1,0,6
2767,Helwan,15937,1,1,0,9,5,5,10,10,6,1,1,0,4
2768,Maadi,4794,4,1,0,5,6,7,8,3,4,1,0,0,8
2769,Zamalek,10786,3,0,0,5,8,3,10,10,10,0,1,0,10
2770,Mohandeseen,40782,5,1,1,8,4,8,8,6,6,0,0,0,5
2771,El Obour,44160,5,1,0,8,6,10,8,10,6,0,1,0,5
2772,Downtown Cairo,49313,4,1,0,9,6,3,4,7,8,0,1,0,5
2773,Mohandeseen,42121,4,1,0,8,7,8,7,6,10,0,1,0,7
2774,El Shorouk,40175,2,0,0,9,6,3,10,6,6,0,1,0,5
2775,El Shorouk,31032,2,1,0,9,8,10,8,8,10,0,0,0,10
2776,Mokattam,30427,2,1,0,8,10,2,10,6,8,0,1,0,6
2777,Downtown Cairo,21358,4,0,1,2,6,5,5,9,7,0,1,0,4
2778,Downtown Cairo,33790,3,1,1,5,7,3,9,5,7,0,0,1,8
2779,6th of October,24621,1,0,1,4,9,2,9,6,5,1,0,1,7
2780,Faisal,32365,2,0,0,10,3,3,3,6,10,1,1,0,4
2781,New Capital,17189,1,1,1,9,6,7,7,9,10,0,1,1,5
2782,Mohandeseen,15213,5,0,1,10,5,6,8,9,4,0,0,0,5
2783,Faisal,11248,4,1,0,6,6,2,7,7,5,0,1,0,5
2784,Heliopolis,8369,5,1,0,6,9,4,9,5,2,0,1,0,5
2785,New Capital,12050,2,0,1,6,10,7,9,3,10,1,1,1,8
2786,Faisal,32605,3,1,1,3,4,6,2,5,7,0,1,1,4
2787,Sheikh Zayed,42183,2,1,0,8,5,7,9,10,4,0,1,0,10
2788,Dokki,19398,1,0,0,9,5,9,8,10,3,0,0,1,10
2789,Sheikh Zayed,44883,2,1,1,6,3,7,8,5,9,1,1,1,7
2790,El Shorouk,37055,3,1,0,9,4,6,1,9,7,0,0,0,8
2791,El Obour,7195,3,1,0,7,4,5,10,9,4,0,1,0,7
2792,New Cairo,29451,4,1,0,5,4,6,8,5,4,1,1,0,4
2793,El Shorouk,11450,4,0,0,8,10,10,6,10,9,0,1,0,5
2794,Maadi,6925,3,0,1,9,6,7,1,7,2,1,0,0,4
2795,Maadi,18515,3,0,0,10,9,6,9,8,4,1,1,0,5
2796,6th of October,9310,1,1,0,6,6,9,6,4,6,0,1,0,6
2797,Zamalek,35817,2,0,1,10,10,6,5,7,6,1,0,0,10
2798,Mohandeseen,31408,4,1,0,9,5,6,3,9,9,0,0,0,10
2799,Heliopolis,48528,1,1,0,2,3,9,9,7,7,0,0,0,8
2800,Heliopolis,23280,2,0,1,9,6,10,7,10,4,1,0,0,8
2801,Haram,21105,4,0,1,9,8,9,4,3,5,0,1,0,10
2802,Helwan,22547,1,1,0,8,8,10,1,8,5,0,1,0,6
2803,El Shorouk,14774,5,0,1,2,6,10,4,3,7,0,1,0,6
2804,Heliopolis,19457,5,1,0,7,10,9,3,9,10,1,0,0,10
2805,Mohandeseen,46311,4,1,0,3,9,8,6,3,9,1,1,0,7
2806,Faisal,7980,1,1,1,7,10,8,1,4,8,0,1,0,7
2807,Madinaty,24886,2,1,0,3,3,2,10,5,10,1,1,0,10
2808,Zamalek,15576,2,1,1,3,9,8,1,10,10,0,0,0,10
2809,El Obour,35891,1,1,0,8,4,7,1,4,7,1,1,0,7
2810,Helwan,40181,5,1,1,2,5,2,6,9,10,1,1,1,7
2811,New Cairo,37262,1,1,0,6,6,9,7,5,9,1,1,0,5
2812,Mohandeseen,4947,5,0,0,2,10,10,9,10,4,1,1,0,4
2813,Mokattam,4022,5,0,0,10,3,3,7,4,7,0,1,0,9
2814,New Cairo,5128,2,1,0,6,3,5,7,8,5,1,1,0,9
2815,Shoubra,17986,4,1,1,6,9,8,3,7,4,1,1,0,8
2816,El Obour,36322,3,1,0,5,4,2,3,7,6,0,1,1,5
2817,New Capital,20160,1,1,0,4,9,9,10,5,9,1,1,0,10
2818,Helwan,13808,5,1,1,9,9,10,6,5,8,0,1,0,9
2819,El Obour,33612,1,1,0,8,7,9,6,5,8,0,1,0,7
2820,Heliopolis,25725,4,1,0,10,9,3,8,9,3,0,0,0,10
2821,Helwan,10998,4,1,1,7,7,9,8,6,8,1,1,0,4
2822,Mokattam,43950,3,1,0,2,7,9,1,3,2,0,0,0,4
2823,Helwan,27418,3,0,0,6,9,3,3,6,7,0,0,0,6
2824,Mohandeseen,22040,5,1,0,6,7,10,5,6,8,0,0,0,5
2825,Al Rehab,24557,3,0,0,8,6,2,8,7,3,1,1,0,10
2826,New Capital,25825,5,1,0,2,10,8,10,8,9,1,1,1,5
2827,Zamalek,12998,2,1,0,2,9,3,5,7,9,1,1,0,8
2828,Dokki,40080,5,1,0,7,8,9,1,10,7,0,0,0,10
2829,Helwan,19802,3,0,0,7,8,9,7,5,8,0,1,0,7
2830,Madinaty,15167,1,0,0,10,10,5,10,7,6,0,1,1,7
2831,Al Rehab,39092,3,0,0,4,3,9,8,10,6,1,1,0,7
2832,6th of October,46407,4,1,1,6,8,6,2,10,9,0,0,1,9
2833,6th of October,17338,3,0,0,6,8,10,8,5,3,0,0,0,5
2834,Nasr City,14753,2,1,0,2,5,2,1,8,5,0,1,1,10
2835,Helwan,9984,5,1,1,7,9,6,1,10,8,0,1,0,9
2836,6th of October,22895,4,0,0,5,8,10,1,10,9,0,1,0,9
2837,Helwan,47831,5,1,0,7,8,7,2,8,5,0,0,0,9
2838,Faisal,4362,5,1,1,9,10,5,1,6,7,0,1,0,10
2839,Dokki,7454,3,1,0,9,9,2,2,3,4,0,1,1,5
2840,6th of October,25004,1,1,1,4,9,7,7,7,8,0,1,0,9
2841,Dokki,40023,4,1,1,10,8,8,1,6,3,0,1,0,10
2842,El Obour,21601,2,1,0,5,6,8,10,10,2,0,1,0,4
2843,Al Rehab,9349,2,1,0,2,7,10,9,8,6,1,1,0,9
2844,Mokattam,43963,1,0,1,10,5,5,3,5,5,0,1,0,7
2845,Faisal,14047,1,0,0,6,5,5,2,7,6,1,0,0,7
2846,Al Rehab,11750,3,0,0,9,8,6,9,8,10,1,1,1,6
2847,El Obour,33393,2,0,1,8,8,10,7,9,2,1,1,0,4
2848,Mokattam,26463,4,1,0,6,7,3,2,3,9,1,1,0,7
2849,El Obour,13399,1,1,0,9,5,5,3,7,4,1,0,1,10
2850,Zamalek,17686,1,1,1,2,6,10,6,10,8,0,1,0,8
2851,Mohandeseen,44803,1,0,0,5,10,7,4,5,4,1,1,0,10
2852,El Shorouk,38275,4,0,1,6,4,7,1,6,6,1,0,0,7
2853,Faisal,26787,2,1,0,5,6,8,8,8,8,0,1,1,10
2854,El Shorouk,18776,4,0,1,7,6,6,7,9,7,1,0,0,5
2855,Mohandeseen,33527,4,1,0,10,4,5,8,9,3,1,1,1,10
2856,Mohandeseen,43351,3,1,0,2,7,4,9,6,4,0,1,0,7
2857,El Obour,40695,1,1,0,3,7,3,9,3,10,0,1,0,8
2858,El Shorouk,19797,2,0,0,2,9,8,3,3,7,0,1,0,6
2859,Shoubra,40999,3,0,1,8,4,6,9,6,3,0,1,0,10
2860,Zamalek,9302,3,0,0,3,8,2,6,4,6,0,1,0,5
2861,El Obour,42059,5,1,1,10,9,5,10,6,10,0,1,0,10
2862,Dokki,4908,1,1,0,9,6,10,10,5,5,0,0,1,4
2863,Nasr City,19123,2,0,1,2,3,9,2,7,3,0,0,0,7
2864,Mohandeseen,16877,2,0,0,4,5,8,1,4,3,0,0,1,10
2865,Mokattam,18239,2,1,0,7,5,6,4,9,5,1,1,0,6
2866,El Obour,25435,1,0,0,4,5,2,9,6,8,0,0,0,6
2867,Downtown Cairo,31313,2,1,1,10,3,6,2,7,6,0,1,1,8
2868,Helwan,39354,4,0,0,3,6,9,1,8,8,0,1,0,5
2869,Downtown Cairo,46103,4,1,0,7,7,5,2,3,5,1,0,1,9
2870,New Capital,21715,1,1,0,3,8,6,9,8,2,0,1,1,9
2871,Haram,27235,2,1,0,4,4,9,5,6,5,1,0,0,10
2872,Haram,30129,5,0,1,10,5,6,5,4,6,0,1,0,5
2873,Maadi,14534,5,0,0,10,8,5,10,5,7,0,1,0,7
2874,Sheikh Zayed,38574,5,1,0,3,3,5,7,7,5,1,1,0,5
2875,Zamalek,47060,4,1,1,9,8,7,1,8,8,0,1,1,5
2876,Sheikh Zayed,21189,5,1,1,4,4,2,7,9,5,1,1,1,7
2877,Haram,24531,2,1,0,3,6,5,1,7,5,0,1,0,6
2878,Nasr City,14967,2,0,1,9,3,2,10,6,7,0,1,0,6
2879,Faisal,20455,5,1,0,4,8,7,3,5,2,0,1,0,4
2880,Downtown Cairo,4027,3,0,0,9,3,9,2,5,10,0,1,0,10
2881,Mohandeseen,12660,5,0,0,7,4,5,2,3,7,0,0,0,7
2882,New Capital,29339,3,0,0,2,10,9,10,6,5,0,1,0,7
2883,Helwan,43823,1,1,1,3,4,3,9,8,5,1,1,1,4
2884,Zamalek,13616,1,0,0,3,5,6,5,9,10,0,1,0,4
2885,El Shorouk,14440,2,1,0,8,6,4,2,7,10,0,1,0,9
2886,Faisal,40600,4,0,1,7,4,8,10,3,7,0,1,0,5
2887,Downtown Cairo,17107,2,0,0,3,5,10,7,7,6,0,1,0,9
2888,6th of October,32646,2,1,0,2,8,2,8,8,2,0,0,1,7
2889,Dokki,30251,4,0,0,6,5,9,9,3,10,0,1,1,8
2890,Maadi,19954,2,0,1,3,10,5,4,8,7,0,0,0,7
2891,6th of October,20943,4,1,1,7,4,6,1,6,10,0,1,1,10
2892,Madinaty,44725,2,1,0,3,3,2,10,8,3,1,1,0,9
2893,Maadi,49434,1,0,0,10,8,6,7,3,9,1,1,0,10
2894,Faisal,24215,3,1,0,6,3,10,1,3,8,0,0,1,10
2895,Al Rehab,14110,2,1,0,8,10,9,7,5,2,1,1,1,5
2896,El Obour,44112,3,1,0,5,3,9,4,8,7,0,1,0,7
2897,Madinaty,25555,5,0,0,3,5,7,8,5,9,1,1,0,5
2898,Mokattam,20462,2,0,0,4,3,10,7,8,2,1,1,1,10
2899,Haram,17696,1,1,0,6,6,5,3,7,4,1,1,1,7
2900,Faisal,5031,4,1,0,2,10,7,1,9,2,1,1,0,10
2901,6th of October,27765,1,0,0,5,3,4,7,5,5,1,1,1,5
2902,Dokki,19816,3,1,0,5,9,3,3,6,5,0,1,0,4
2903,New Cairo,21868,4,1,0,3,10,10,8,6,7,1,1,0,5
2904,New Capital,14437,1,1,0,10,8,6,10,3,7,1,1,1,10
2905,Heliopolis,19453,1,0,0,7,10,3,4,7,3,1,1,0,6
2906,Maadi,26222,1,0,0,10,8,6,5,9,8,1,0,0,7
2907,Heliopolis,18258,4,1,1,7,3,7,1,6,8,1,1,0,7
2908,New Cairo,38318,1,1,0,3,5,9,8,3,7,1,1,0,7
2909,Shoubra,16977,1,0,0,2,8,6,1,7,10,0,1,0,4
2910,Mohandeseen,41450,3,1,1,5,9,3,3,10,5,1,1,0,9
2911,Maadi,22213,1,1,0,2,9,8,3,6,9,0,1,1,6
2912,Helwan,40519,1,0,0,9,7,6,4,4,3,0,1,0,9
2913,6th of October,49682,5,1,1,2,10,3,10,3,5,0,0,0,10
2914,El Shorouk,14223,4,1,0,6,10,7,1,6,8,0,1,0,9
2915,New Cairo,43369,5,0,0,10,6,8,9,4,8,1,1,0,4
2916,Al Rehab,24843,3,0,0,2,5,9,10,10,5,1,1,0,10
2917,Zamalek,7856,5,0,0,5,6,4,5,8,10,0,0,0,8
2918,El Obour,16661,2,1,0,9,6,5,6,3,3,1,0,0,8
2919,Downtown Cairo,19591,4,1,0,9,3,7,3,10,7,0,1,0,5
2920,Nasr City,10182,1,0,0,2,6,4,3,6,4,0,0,0,8
2921,Helwan,11970,5,1,0,9,9,7,5,3,3,0,0,0,5
2922,Heliopolis,38862,5,0,0,4,3,10,5,5,2,0,1,1,4
2923,Al Rehab,34755,1,1,0,8,6,6,9,8,9,1,1,0,10
2924,Haram,48863,1,0,1,2,8,3,7,4,3,0,0,0,4
2925,Sheikh Zayed,23416,3,1,1,6,10,3,9,10,5,1,1,1,5
2926,New Cairo,17672,5,1,1,5,9,8,10,7,4,1,1,1,8
2927,El Obour,21932,5,1,0,5,7,5,9,7,9,0,1,0,5
2928,6th of October,12559,2,1,0,6,6,10,10,9,8,0,1,0,7
2929,Heliopolis,4064,2,0,0,4,4,10,3,3,5,0,0,0,6
2930,El Shorouk,7299,5,1,0,8,10,7,7,3,7,0,1,0,4
2931,Maadi,8849,2,1,0,3,3,6,8,5,6,1,1,1,4
2932,New Cairo,9639,5,1,1,2,7,8,9,4,3,1,1,0,5
2933,New Cairo,15055,4,1,1,7,3,6,9,3,8,1,1,1,4
2934,El Shorouk,26058,3,0,0,2,7,10,6,7,10,0,1,0,5
2935,Downtown Cairo,33427,2,0,1,8,3,10,6,4,9,0,1,1,8
2936,6th of October,20980,5,1,0,9,9,8,5,4,8,0,1,0,5
2937,Mohandeseen,14866,2,1,0,3,4,5,7,5,7,0,0,1,4
2938,Al Rehab,7889,3,0,0,5,8,2,8,8,3,1,1,0,5
2939,Shoubra,35335,4,1,0,8,4,5,5,3,7,0,0,0,5
2940,Sheikh Zayed,30162,1,1,1,7,9,4,8,4,2,1,1,1,7
2941,Zamalek,27913,1,1,0,3,7,2,6,10,7,0,0,0,8
2942,Dokki,28687,2,0,0,5,10,5,3,5,8,0,1,0,10
2943,Maadi,37220,5,0,0,4,5,8,2,7,5,1,1,1,7
2944,Nasr City,14995,3,0,0,10,3,3,4,5,8,0,1,0,6
2945,Dokki,6631,4,1,1,7,5,8,3,9,10,0,1,0,5
2946,Sheikh Zayed,38954,4,1,1,3,6,7,7,9,2,1,1,0,9
2947,Nasr City,9967,4,1,1,3,10,10,6,9,5,1,1,0,6
2948,Zamalek,26758,1,1,0,4,4,3,4,5,5,0,1,0,5
2949,Zamalek,25742,3,1,0,6,9,7,4,8,5,1,0,1,9
2950,Downtown Cairo,41116,1,1,1,7,10,7,10,9,2,0,1,1,10
2951,New Capital,30580,2,0,1,6,3,7,7,5,8,0,1,0,5
2952,Faisal,38227,4,0,0,2,4,4,10,9,9,0,1,0,6
2953,Madinaty,5942,3,0,1,2,6,7,8,10,8,1,1,0,4
2954,Haram,32069,4,0,0,8,8,10,7,3,3,0,0,1,4
2955,New Cairo,25806,1,0,1,8,7,4,7,5,5,0,1,0,9
2956,Al Rehab,18407,1,0,0,7,3,3,7,10,3,1,1,0,4
2957,Downtown Cairo,18557,1,1,1,10,9,9,10,7,8,0,0,0,5
2958,Al Rehab,20445,4,1,0,3,3,4,7,4,5,1,1,0,10
2959,Helwan,21878,3,0,0,2,3,6,9,9,8,0,1,1,4
2960,Helwan,21564,3,1,0,7,7,6,5,9,7,1,1,1,5
2961,Heliopolis,17093,2,1,0,7,4,3,6,6,4,0,1,1,4
2962,Nasr City,39556,4,1,0,10,7,3,1,9,10,0,1,0,7
2963,Mohandeseen,30451,2,1,0,2,8,7,7,8,9,1,1,0,4
2964,Maadi,47168,2,1,0,2,10,3,8,3,8,0,1,0,7
2965,Shoubra,28086,2,1,0,7,10,7,5,10,4,0,1,0,5
2966,New Capital,20489,2,0,0,6,4,8,7,6,6,1,1,0,10
2967,El Shorouk,32004,1,0,0,7,8,5,4,9,9,0,1,0,10
2968,Heliopolis,24471,2,0,0,7,3,5,3,8,3,0,0,0,10
2969,Zamalek,30284,3,1,0,5,7,4,3,8,5,0,0,0,8
2970,Sheikh Zayed,40693,2,0,1,9,8,2,9,5,6,1,1,0,5
2971,Helwan,22292,1,1,1,6,9,5,10,3,3,0,1,0,8
2972,El Obour,22433,5,0,1,7,9,4,6,7,7,0,0,0,8
2973,Haram,18568,5,1,0,3,9,9,9,6,8,0,1,0,7
2974,Nasr City,49424,5,1,0,2,6,6,3,4,9,1,1,1,8
2975,New Cairo,13466,4,0,1,9,7,8,8,8,5,1,1,1,4
2976,Al Rehab,29521,3,1,0,7,4,4,10,7,6,1,1,1,6
2977,El Obour,40672,1,1,1,10,10,4,1,7,4,0,0,1,5
2978,Sheikh Zayed,19467,5,1,0,6,10,7,7,6,6,1,1,1,5
2979,Mokattam,36019,1,0,0,9,3,5,1,10,7,0,0,0,7
2980,Al Rehab,14419,1,1,0,8,4,9,9,4,5,0,1,1,6
2981,Madinaty,20676,4,0,1,2,5,4,7,10,7,1,1,0,8
2982,Faisal,33255,5,1,0,8,3,6,4,10,10,0,1,0,9
2983,Haram,35514,2,0,0,5,10,2,4,3,5,0,1,0,4
2984,Heliopolis,47182,1,1,1,7,6,2,8,9,8,0,1,0,4
2985,Downtown Cairo,26650,5,0,0,10,10,9,4,7,9,0,0,0,9
2986,Madinaty,26754,1,0,0,10,6,8,8,3,4,1,1,1,7
2987,Nasr City,16165,4,1,0,10,5,2,4,7,8,1,1,0,10
2988,Nasr City,14683,4,1,0,6,4,7,5,9,10,0,0,0,5
2989,Madinaty,36556,2,1,1,5,9,3,8,5,2,1,1,0,4
2990,Nasr City,19442,4,0,1,7,6,2,4,9,2,1,1,0,10
2991,New Cairo,8860,5,1,0,6,4,6,7,8,8,0,1,0,4
2992,Heliopolis,7729,4,1,0,6,3,6,2,9,3,1,1,0,8
2993,Sheikh Zayed,35351,2,1,0,9,7,3,9,7,9,1,1,1,6
2994,Haram,28346,3,1,0,6,9,6,10,3,7,0,1,1,6
2995,6th of October,12619,1,1,0,2,3,8,10,4,3,0,0,0,9
2996,Helwan,15164,1,1,0,6,10,5,3,6,5,0,0,1,6
2997,El Obour,42878,5,0,0,6,4,3,5,4,8,0,1,0,6
2998,Downtown Cairo,10955,2,0,0,6,8,6,2,7,9,0,1,0,8
2999,New Capital,4106,2,0,1,4,5,7,8,3,6,1,1,0,6
3000,Helwan,8754,2,1,1,10,8,9,10,5,3,0,1,0,4
3001,El Obour,48293,1,1,0,6,3,10,2,4,3,0,0,0,10
3002,Shoubra,25662,4,1,0,3,9,9,6,5,5,0,1,0,6
3003,Sheikh Zayed,10408,1,1,0,6,6,8,8,6,4,0,1,0,4
3004,Nasr City,44403,1,1,1,10,9,10,10,9,8,1,1,0,10
3005,Nasr City,5225,1,1,1,9,3,10,6,5,6,0,1,0,8
3006,6th of October,16196,4,1,1,7,3,7,4,9,6,0,0,0,7
3007,Helwan,8250,3,1,0,10,3,4,8,6,9,0,1,1,7
3008,El Obour,19372,5,1,0,8,5,9,4,5,2,1,0,0,5
3009,Maadi,21279,3,1,1,3,9,4,9,7,7,0,1,0,7
3010,El Obour,48865,3,1,1,2,4,2,8,10,7,0,0,0,9
3011,Faisal,34193,1,1,1,4,5,5,4,5,5,0,0,0,5
3012,New Cairo,48823,3,1,0,5,6,10,7,8,8,1,1,0,4
3013,Madinaty,30868,1,0,0,10,9,9,8,4,10,0,1,0,6
3014,Maadi,42187,1,1,0,6,4,7,9,9,10,0,1,0,4
3015,El Obour,32475,5,0,1,3,10,4,6,4,9,0,0,0,10
3016,Faisal,48552,2,0,1,6,6,4,1,4,2,1,0,0,4
3017,Helwan,6433,1,1,0,3,9,8,6,6,10,0,1,0,4
3018,Mokattam,14998,3,1,0,10,4,6,8,6,5,0,0,0,7
3019,El Shorouk,48343,5,1,0,7,4,4,9,7,4,0,1,0,4
3020,El Shorouk,35133,3,0,0,6,10,2,1,6,3,0,1,1,9
3021,Al Rehab,38069,2,1,0,3,10,10,10,7,5,1,1,1,7
3022,Dokki,10858,4,1,0,8,8,6,5,5,8,0,1,0,4
3023,Sheikh Zayed,12950,2,1,0,8,3,8,8,10,2,1,1,1,8
3024,Faisal,12938,5,1,0,3,3,10,7,3,3,0,1,0,10
3025,Zamalek,29168,2,0,1,7,5,5,5,10,2,0,0,0,7
3026,New Cairo,36099,2,0,0,4,4,6,8,9,7,1,1,1,5
3027,El Obour,9644,5,1,1,9,6,4,8,4,8,1,0,0,6
3028,Downtown Cairo,47846,5,0,0,6,3,8,6,4,9,0,1,0,6
3029,Maadi,13260,3,0,1,9,10,2,10,7,3,0,1,0,5
3030,Al Rehab,40075,1,1,1,8,10,9,7,6,2,1,1,0,7
3031,Sheikh Zayed,20488,4,1,0,9,8,4,10,8,3,1,1,1,7
3032,Faisal,4395,4,0,0,2,6,5,1,10,9,0,1,0,8
3033,Helwan,14845,4,0,0,7,8,5,8,9,6,0,1,0,10
3034,New Cairo,40059,2,0,0,4,10,8,8,5,7,1,1,1,9
3035,Haram,22394,5,0,0,6,3,8,6,7,5,1,1,0,9
3036,Mohandeseen,32457,5,1,0,3,4,5,7,4,4,0,0,0,4
3037,Faisal,49906,5,0,1,5,6,7,7,8,10,0,0,0,8
3038,Nasr City,41305,1,1,0,7,5,9,2,9,6,0,0,1,9
3039,Dokki,46628,5,1,0,2,9,5,6,9,8,0,1,0,6
3040,Mohandeseen,25352,5,1,0,3,5,2,7,7,8,0,0,0,5
3041,Nasr City,25146,2,1,0,3,5,8,8,3,8,0,1,0,8
3042,Helwan,21435,3,0,0,10,3,3,2,3,9,0,1,1,10
3043,Nasr City,43386,4,1,0,6,3,4,10,3,4,0,1,0,6
3044,Sheikh Zayed,41491,2,1,1,6,5,9,10,10,2,0,1,1,5
3045,Faisal,23968,2,1,0,7,6,3,2,5,5,1,1,0,8
3046,Maadi,12539,2,0,0,4,3,3,9,10,2,0,1,0,4
3047,Al Rehab,5263,4,0,0,10,5,5,10,3,5,1,1,1,7
3048,El Obour,17305,2,0,0,4,3,7,3,5,3,1,0,0,9
3049,Downtown Cairo,28398,3,1,1,5,7,3,8,8,9,0,0,0,7
3050,El Shorouk,47702,5,1,1,10,6,10,6,7,7,0,1,0,10
3051,Al Rehab,36080,3,1,0,9,10,3,10,5,6,1,1,0,4
3052,Dokki,14265,5,1,1,7,4,10,8,4,3,1,1,0,5
3053,Nasr City,36152,5,0,0,9,6,8,10,6,4,1,1,0,6
3054,Helwan,31724,2,1,0,2,9,4,6,3,10,1,0,0,9
3055,New Capital,34624,2,1,0,5,4,10,7,10,6,1,1,0,6
3056,6th of October,38119,4,0,1,5,5,10,3,6,3,0,1,0,10
3057,Mokattam,43958,1,1,0,3,10,7,2,7,2,0,1,0,8
3058,El Shorouk,33389,3,1,0,3,10,3,8,5,6,0,1,0,8
3059,Heliopolis,20650,4,0,0,10,3,8,10,5,4,0,1,1,5
3060,Helwan,30014,4,1,1,7,5,5,5,6,6,0,1,1,9
3061,Faisal,14885,3,1,0,8,8,5,9,9,9,0,1,0,6
3062,Faisal,11434,3,0,0,5,10,8,5,7,5,0,1,1,7
3063,Shoubra,34028,5,1,1,4,4,6,5,6,7,0,1,0,9
3064,El Shorouk,5022,1,0,1,4,10,2,8,4,9,0,1,0,4
3065,El Shorouk,28331,2,1,1,6,10,4,8,10,4,0,1,0,4
3066,New Capital,6037,1,0,1,7,7,8,7,3,9,1,1,0,6
3067,Heliopolis,12756,1,0,1,3,4,10,8,3,2,0,1,0,6
3068,Sheikh Zayed,21443,2,1,0,8,10,10,9,5,5,1,1,1,9
3069,Heliopolis,38192,1,0,0,8,10,8,6,8,7,0,1,0,4
3070,Al Rehab,8123,4,0,0,2,3,6,9,7,5,0,1,0,9
3071,Zamalek,20603,4,0,1,8,10,5,5,10,8,0,1,0,8
3072,Downtown Cairo,4405,2,0,1,5,7,10,2,9,5,0,1,0,8
